,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,0,1.60949154778726e+18,1.6094091724871475e+18,1672567662000.0,2023-01-01 10:07:42,0.0,,@INCIndia 2 साल कोरोना से तुम्हे तुम्हारे अब्बाजन ने इटली से आके बचाया था क्या।,hi,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,7.0,10.0,https://twitter.com/lonerangerin/status/1609491547787259904,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'INCIndia', 'name': 'Congress', 'id': '1153045459'}]",,,,
1,1,1.6091495696398008e+18,1.6090977880083292e+18,1672486128000.0,2022-12-31 11:28:48,0.0,,@priyankac19 Guess Pakistan &amp; Srilanka are not part of Asia anymore. Mrs.Whatsapp Prof.,en,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,11.0,https://twitter.com/lonerangerin/status/1609149569639800832,[],[],0.0,,False,0.0,1.0,2.0,,None,,,,,,,"[{'screen_name': 'priyankac19', 'name': 'Priyanka Chaturvedi🇮🇳', 'id': '19760270'}]",,,,
2,2,1.6090737720946893e+18,1.6090145977843302e+18,1672468057000.0,2022-12-31 06:27:37,0.0,,"@rssurjewala जब माइनो खान वाड्रा के गुलाम भोकते है, तो देश पिछले 70 साल का दर्द याद करता है । लुटेरा परिवार, गद्दार परिवार और उसके गुलाम।",hi,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,6.0,https://twitter.com/lonerangerin/status/1609073772094689280,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'rssurjewala', 'name': 'Randeep Singh Surjewala', 'id': '3066787711'}]",,,,
3,3,1.6090729971970212e+18,1.6090655720248566e+18,1672467872000.0,2022-12-31 06:24:32,0.0,,@Pawankhera Pappu Maino Khan fir bhi PM nahi ban payega. Tum piddi biscuit khao aur so jao.,tl,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,6.0,https://twitter.com/lonerangerin/status/1609072997197021184,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'Pawankhera', 'name': 'Pawan Khera 🇮🇳', 'id': '76134964'}]",,,,
4,4,1.6090727297262838e+18,1.6090668933186847e+18,1672467808000.0,2022-12-31 06:23:28,0.0,,@NayakRagini Pappu Maino Khan aur kaun...,tl,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,6.0,https://twitter.com/lonerangerin/status/1609072729726283779,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'NayakRagini', 'name': 'Dr. Ragini Nayak', 'id': '2331591042'}]",,,,
5,5,1.6090715890475459e+18,1.609063884824154e+18,1672467536000.0,2022-12-31 06:18:56,0.0,,@sushantsareen She is more concerned as she needs to pay more ₹for every $ she spends on her imported hand bags.,en,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,6.0,https://twitter.com/lonerangerin/status/1609071589047545857,[],[],0.0,,False,15.0,0.0,1.0,,None,,,,,,,"[{'screen_name': 'sushantsareen', 'name': 'sushant sareen', 'id': '1572648817'}]",,,,
6,6,1.6090483687724483e+18,1.608872836235686e+18,1672462000000.0,2022-12-31 04:46:40,0.0,,"@desimojito @MahuaMoitra After getting humiliated publicly so many times by the great didi, i don't think any self respect is left in her.",en,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,4.0,https://twitter.com/lonerangerin/status/1609048368772448256,[],[],0.0,,False,1.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'desimojito', 'name': 'desi mojito 🇮🇳', 'id': '4789453135'}, {'screen_name': 'MahuaMoitra', 'name': 'Mahua Moitra', 'id': '426431202'}]",,,,
7,7,1.6090290855520748e+18,1.6087922278364897e+18,1672457402000.0,2022-12-31 03:30:02,0.0,,"@honeyviscous Madam Dhaniya 10₹ kilo ho gaya hai, isiliye free",hi,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,3.0,https://twitter.com/lonerangerin/status/1609029085552074752,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'honeyviscous', 'name': 'ell', 'id': '599536353'}]",,,,
8,8,1.6090245011106693e+18,1.6076621677295043e+18,1672456309000.0,2022-12-31 03:11:49,0.0,,@JhaSanjay @ajitdatta aa gaya swad jhat2,hi,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,6.0,3.0,https://twitter.com/lonerangerin/status/1609024501110669312,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'JhaSanjay', 'name': 'Sanjay Jha', 'id': '50943008'}, {'screen_name': 'ajitdatta', 'name': 'Ajit Datta', 'id': '81801182'}]",,,,
9,9,1.6088698243269386e+18,1.6087811004402524e+18,1672419432000.0,2022-12-30 16:57:12,0.0,,@delhichatter @Richasharma0971 Madarsa wali kitab padhi hai ye..,hi,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,5.0,16.0,https://twitter.com/lonerangerin/status/1608869824326938625,[],[],0.0,,False,0.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'delhichatter', 'name': 'Delhi Se Hoon BC', 'id': '79951522'}, {'screen_name': 'Richasharma0971', 'name': 'Richa Sharma', 'id': '3045400420'}]",,,,
10,10,1.608788915183571e+18,1.608770122038272e+18,1672400141000.0,2022-12-30 11:35:41,0.0,,"@IPSinghSp टोंटी चोर के पास वैसे भी कोई काम नही है, 13 दिन घर में बैठता या 13 महीने किसी को घंटा कोई फर्क नहीं पड़ता।",hi,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,5.0,11.0,https://twitter.com/lonerangerin/status/1608788915183570946,[],[],0.0,,False,1.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'IPSinghSp', 'name': 'I.P. Singh', 'id': '4352828953'}]",,,,
11,11,1.6087874777914122e+18,1.6087022363010867e+18,1672399799000.0,2022-12-30 11:29:59,0.0,,@BefittingFacts @Melbourne__82 If we go by his logic the entire team would have gone by now.,en,[],[],1.2221890648890982e+18,1.2221890648890982e+18,lonerangerin,Lone Ranger 🚩,5.0,11.0,https://twitter.com/lonerangerin/status/1608787477791412225,[],[],0.0,,False,2.0,0.0,0.0,,None,,,,,,,"[{'screen_name': 'BefittingFacts', 'name': 'Facts', 'id': '1289235667516456962'}, {'screen_name': 'Melbourne__82', 'name': 'Gaurav', 'id': '1425747499419987968'}]",,,,
